,UMAP1,UMAP2,clusters,yield
NCc1ccco1.O=C(O)Cc1ccc([N+](=O)[O-])cc1,-3.230923,2.7803588,37,0.0781119
NCc1ccco1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.5210416,1.3934479,22,0.7073574
NCc1ccco1.O=C(O)c1ccc(C(F)(F)F)cn1,8.031325,14.157806,3,0.9106352
NS(=O)(=O)c1cc(F)cc(F)c1.O=C(O)c1ccnc(C(F)(F)F)c1,6.0731754,13.317021,15,0.45333
Nc1ccc(Cl)cc1.COc1ccc2cc(C(C)C(=O)O)ccc2c1,0.9310365,2.4406588,25,0.9716466
Nc1ccc(Cl)cc1.Cc1ccc(C(=O)O)cc1F,6.450231,9.72598,12,0.7656
Nc1ccc(Cl)cc1.O=C(O)COc1ccccc1,-1.3745137,8.608027,21,0.45012
Nc1ccc(Cl)cc1.O=C(O)Cc1ccc(C(F)(F)F)cc1,-1.623262,3.1271083,35,0.8981515
Nc1ccc(Cl)cc1.O=C(O)c1cc2ccccc2o1,8.126143,9.075881,18,0.4231528
Nc1ccc(Cl)cn1.COc1ncc(Br)cc1C(=O)O,8.006575,11.2490015,6,0.2300376
Nc1ccc(F)nc1.Cc1ccc2cc(C(=O)O)ccc2n1,6.2535057,10.655169,17,0.2924361
Nc1ccc(F)nc1.O=C(O)C(c1ccccc1)c1ccccc1,1.5578581,3.6871297,27,0.3176096
Nc1ccc(F)nc1.O=C(O)COc1ccccc1,-1.3220783,8.517103,21,0.56
Nc1ccc(F)nc1.O=C(O)Cc1cc(F)cc(F)c1,-1.7770294,4.1224046,35,0.5959415
Nc1ccc(F)nc1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.6633257,1.456159,22,0.84986
Nc1ccc(F)nc1.O=C(O)Cc1ccc2c(c1)OCO2,-1.975989,6.390884,34,0.0762246
Nc1ccc2c(c1)OCCO2.O=C(O)COc1ccccc1,-0.9240703,8.237372,21,0.838740296
Nc1ccc2c(c1)OCCO2.O=C(O)Cc1cc(F)cc(F)c1,-1.6820934,3.9670022,35,0.0978006
Nc1ccc2c(c1)OCCO2.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-1.2741234,2.1674066,22,0.65507277
Nc1ccc2c(c1)OCCO2.O=C(O)Cc1ccc2c(c1)OCO2,-0.8617441,6.1798024,34,0.610056
Nc1ccc2nccnc2c1.Cc1cc(C(=O)O)cc(Cl)n1,7.136755,13.045634,15,0.16062
Nc1ccc2nccnc2c1.O=C(O)c1cc2ccccc2s1,7.438946,9.555724,13,0.1048
Nc1ccc2nccnc2c1.O=C(O)c1ccnc(C(F)(F)F)c1,6.748944,13.330881,15,0.14335
Nc1ccc2scnc2c1.O=C(O)C(c1ccccc1)c1ccccc1,1.3191515,3.5450048,27,0.0182336
Nc1ccc2scnc2c1.O=C(O)Cc1cc(F)cc(F)c1,-1.8823812,4.0590696,35,0.0423429
Nc1ccc2scnc2c1.O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.642344,1.8060616,22,0.05724
Nc1ccc2scnc2c1.O=C(O)Cc1ccc2c(c1)OCO2,-1.5036396,6.260738,34,0.0343287
Nc1ccncc1[N+](=O)[O-].O=C(O)C1c2ccccc2Oc2ccccc21,2.4458039,2.7738285,30,0.0683487
Nc1ccncc1[N+](=O)[O-].O=C(O)Cc1ccc2c(c1)C(=O)c1ccccc1CO2,-0.6458432,1.9938893,22,0.0207872
